,id,dataset,p_training,model,r2,rmse,n_test,mll,n_train
213,34,gb1,0.2,Variance Component,0.8088880614348358,0.7284837044277939,10000,-36195.28203125,29831
214,35,gb1,0.2,Variance Component,0.7968922989606959,0.7376241206163601,10000,-36002.309375,29988
215,36,gb1,0.2,Variance Component,0.8113516595131949,0.727755120101761,10000,-36131.591796875,29813
216,37,gb1,0.25,Variance Component,0.807264413002473,0.726020211897233,10000,-44009.063671875,37528
217,38,gb1,0.25,Variance Component,0.815876511161968,0.7144518224261441,10000,-44058.72109375,37361
218,39,gb1,0.25,Variance Component,0.814425434432867,0.7249315811988636,10000,-43949.400390625,37214
219,40,gb1,0.3,Variance Component,0.8200595933235449,0.7003666136761201,10000,-51730.577734375,45157
220,41,gb1,0.3,Variance Component,0.8218618919128255,0.701067059403673,10000,-51583.672265625,44865
221,42,gb1,0.3,Variance Component,0.8203133530976097,0.6976669232175627,10000,-51594.395703125,45008
222,43,gb1,0.4,Variance Component,0.8234692522228572,0.6987799865684553,10000,-65518.338671875,59451
223,44,gb1,0.4,Variance Component,0.8340269564246792,0.6855629590057298,10000,-65377.153125,59512
224,45,gb1,0.4,Variance Component,0.8330830927026007,0.6846742488078059,10000,-66316.65859375,59671
225,46,gb1,0.5,Variance Component,0.8327496048774359,0.6918997790798628,10000,-79780.91796875,74349
226,47,gb1,0.5,Variance Component,0.8418078109524726,0.6796140234220993,10000,-80457.49921875,74766
227,48,gb1,0.5,Variance Component,0.8347214180942227,0.6726725420459335,10000,-79788.65,74805
228,49,gb1,0.6,Variance Component,0.8355266090814117,0.6694460417188554,10000,-93864.44609375,89820
229,50,gb1,0.6,Variance Component,0.833279502492975,0.6735623783160053,10000,-92959.41796875,89212
230,51,gb1,0.6,Variance Component,0.8395787390619367,0.6738720692565823,10000,-94060.44453125,90008
231,52,gb1,0.7,Variance Component,0.8419304026871414,0.6633976065470197,10000,-106187.49453125,104328
232,53,gb1,0.7,Variance Component,0.8454677001941661,0.6742003064605282,10000,-107011.34296875,104835
233,54,gb1,0.7,Variance Component,0.8450973001986067,0.6734349596597509,10000,-105956.2265625,104525
234,55,gb1,0.8,Variance Component,0.845698465277617,0.6664747838322714,10000,-120247.2640625,119593
235,56,gb1,0.8,Variance Component,0.8424231588148082,0.6667399202894783,10000,-119773.1453125,119733
236,57,gb1,0.8,Variance Component,0.8489952669985398,0.6565696765097782,10000,-121136.8109375,119356
237,58,gb1,0.9,Variance Component,0.8493600451869284,0.6532798258668072,10000,-134273.1828125,134456
238,59,gb1,0.9,Variance Component,0.8473150556366723,0.6554478344776046,10000,-134511.4203125,134433
239,60,gb1,0.9,Variance Component,0.8427408530018999,0.6627549003444163,10000,-133138.540625,134387
240,1,gb1,0.001,Exponential,0.32092939441608415,1.374795184222322,10000,-278.3466491699219,142
241,2,gb1,0.001,Exponential,0.31769354665228233,1.3401496570898188,10000,-257.9397705078125,139
242,3,gb1,0.001,Exponential,0.21647672302738857,1.4472577762390222,10000,-278.1074981689453,158
243,4,gb1,0.0025,Exponential,0.3962104474818309,1.3164343107883407,10000,-614.0292297363281,352
244,5,gb1,0.0025,Exponential,0.39388208123998353,1.2329534622036062,10000,-632.360498046875,350
245,6,gb1,0.0025,Exponential,0.4331210123534812,1.2358730818594872,10000,-649.1136413574219,349
246,7,gb1,0.005,Exponential,0.4961241991913718,1.1437941195325294,10000,-1299.0500610351562,754
247,8,gb1,0.005,Exponential,0.5153172892946835,1.1609673878133182,10000,-1315.802294921875,764
248,9,gb1,0.005,Exponential,0.5021010785897498,1.154441392662385,10000,-1305.3405151367188,743
249,10,gb1,0.01,Exponential,0.5821925119953584,1.0585684651897105,10000,-2519.2001220703123,1522
250,11,gb1,0.01,Exponential,0.568800740000513,1.0695569573302184,10000,-2475.0754150390626,1496
251,12,gb1,0.01,Exponential,0.5514910838194166,1.0779227431466698,10000,-2327.8037353515624,1434
252,13,gb1,0.025,Exponential,0.6595850645415324,0.9424983651770116,10000,-5653.69453125,3710
253,14,gb1,0.025,Exponential,0.6811433432776234,0.927977302889196,10000,-5848.0322265625,3833
254,15,gb1,0.025,Exponential,0.6710347917787138,0.9376642227894395,10000,-5573.0060546875,3677
255,16,gb1,0.05,Exponential,0.7347409831036802,0.8285783246202137,10000,-10759.6892578125,7620
256,17,gb1,0.05,Exponential,0.7416394292452698,0.8452930194888608,10000,-10597.7916015625,7482
257,18,gb1,0.05,Exponential,0.7418319964483125,0.8388624913479628,10000,-10572.558984375,7391
258,19,gb1,0.075,Exponential,0.7440718006254816,0.8126804912721388,10000,-15141.18798828125,11104
259,20,gb1,0.075,Exponential,0.7582059300802574,0.8097133531454508,10000,-15189.95322265625,11150
260,21,gb1,0.075,Exponential,0.7585645770459558,0.8097168481549559,10000,-15138.2908203125,11157
261,22,gb1,0.1,Exponential,0.7713091899038674,0.7929209788579338,10000,-19721.4392578125,14956
262,23,gb1,0.1,Exponential,0.7820684956243227,0.7672635306345167,10000,-19644.060546875,14960
263,24,gb1,0.1,Exponential,0.7744553147073283,0.7852611242559101,10000,-19753.8240234375,15066
264,25,gb1,0.125,Exponential,0.7798388251883652,0.7629767481995839,10000,-24159.187890625,18770
265,26,gb1,0.125,Exponential,0.7818638951868704,0.7665838926301345,10000,-24036.171875,18544
