,param,beta
796,9_20,-7.233279432993687e-08
797,9_21,5.318505289783307e-08
798,9_22,4.7136767059317964e-08
799,9_23,-1.2954392836096685e-09
800,9_24,-6.5096660944704005e-09
801,9_25,-5.435537567124827e-08
802,9_26,-1.1818179364736029e-07
803,9_27,5.512285633958321e-08
804,9_28,4.7607986566700935e-08
805,9_29,4.634480554049025e-08
806,9_30,3.142794873851704e-08
807,9_31,6.408232250155684e-08
808,9_32,-5.279116780542534e-09
809,9_33,-1.9009354187798436e-08
810,9_34,-1.0083155182192638e-08
811,9_35,-8.21959647869075e-09
812,9_36,3.5088175628116973e-08
813,9_37,-3.0071697276815885e-08
814,9_38,7.255643665987886e-08
815,9_39,3.1046974201501646e-08
816,9_40,4.7221163364742795e-08
817,9_41,2.9645206125732973e-09
818,9_42,2.558563447847257e-08
819,9_43,-1.3825097054938439e-08
820,9_44,-2.0292348416833512e-08
821,9_45,-6.172607388827887e-09
822,9_46,-5.197037770410591e-08
823,9_47,4.390606395397557e-08
824,9_48,6.040799683047874e-08
825,9_49,-1.2267991309516824e-08
826,9_50,-4.6813199272239206e-08
827,9_51,-3.1586603004508994e-08
828,9_52,1.051067963399591e-09
829,9_53,-1.3935569867779906e-08
830,9_54,-1.4625531607545986e-08
831,9_55,-8.43844978725429e-08
832,9_56,8.351542381754943e-08
833,9_57,6.344050512983996e-08
834,9_58,2.4111110751517408e-08
835,9_59,-2.540402265386555e-08
836,9_60,-3.3739021086153566e-08
837,9_61,-3.966861519849343e-09
838,9_62,3.105521862799117e-08
839,9_63,1.068853932789881e-08
840,9_64,3.5711034925312826e-08
841,9_65,1.3280647861349002e-08
842,9_66,-2.2397887621043313e-08
843,9_67,-6.158890069074848e-08
844,9_68,-4.294861655219778e-08
845,9_69,2.1580261029953016e-08
846,9_70,5.1392186427698905e-08
847,9_71,2.70886994476495e-08
848,9_72,9.837792087259268e-08
849,9_73,6.426372342683503e-08
850,9_74,1.2245889904308245e-07
851,9_75,1.3440310031243388e-07
852,9_76,5.669137727689703e-08
853,9_77,4.835214926308857e-08
854,9_78,-2.0317150772934115e-08
855,9_79,-1.4681850096876826e-08
856,9_80,2.3244964172338428e-08
857,9_81,-5.72059236663105e-08
858,9_82,-5.992736473171554e-08
859,10_11,8.934925309833822e-09
860,10_12,-7.742841070174879e-08
861,10_13,6.125803179285365e-08
862,10_14,1.5674796346054613e-08
863,10_15,-1.2793825465212177e-08
864,10_16,2.9816999888865044e-08
865,10_17,1.3160521356461874e-08
866,10_18,2.4305945373893494e-08
867,10_19,4.686612774740565e-08
868,10_20,8.825451528269355e-09
869,10_21,6.165512819183439e-08
870,10_22,1.4643682293810315e-08
871,10_23,3.761357174308799e-09
872,10_24,4.461544028179005e-08
873,10_25,-2.6562299631519055e-08
874,10_26,-7.640946177130646e-09
875,10_27,-4.718983067090979e-09
876,10_28,2.3005816046337033e-09
877,10_29,1.0145504786548163e-07
878,10_30,7.536577158393237e-08
879,10_31,5.685381207939532e-09
880,10_32,1.1523478337453268e-08
881,10_33,-3.8654113207903115e-08
882,10_34,-5.856582740127908e-08
883,10_35,4.817060916390566e-08
884,10_36,4.665149342581953e-08
885,10_37,4.5147480519608756e-08
886,10_38,-5.623983190645392e-08
887,10_39,1.2355110534332852e-08
888,10_40,3.076924591936107e-08
889,10_41,-5.433550295364248e-08
890,10_42,-5.651492663393179e-08
891,10_43,3.888870776498607e-08
892,10_44,-5.057361170306752e-08
893,10_45,3.850617022630885e-08
894,10_46,-1.978733944541975e-08
895,10_47,9.216144717864226e-11
896,10_48,4.007491294990712e-08
897,10_49,-5.5474656141656544e-09
898,10_50,4.405596036000179e-08
899,10_51,2.3598858897244218e-09
900,10_52,4.718551053392107e-08
901,10_53,3.64343418788055e-08
902,10_54,2.7184023012096882e-08
903,10_55,-4.1818662756221655e-08
904,10_56,-2.8831829824802304e-08
905,10_57,7.06813033346608e-08
906,10_58,1.0030918172712275e-07
907,10_59,-7.824121699853842e-08
908,10_60,-1.0810067916530632e-07
909,10_61,-7.38033348438196e-08
910,10_62,3.3155694614993406e-09
911,10_63,-3.6028202917788734e-08
912,10_64,-1.7699427347765386e-08
913,10_65,-2.333730923242594e-08
914,10_66,1.0371332316144208e-07
915,10_67,1.67273746529846e-08
916,10_68,-1.0641887950549825e-08
917,10_69,5.7957297502119655e-08
918,10_70,6.274983658352071e-08
919,10_71,-5.370532390720304e-08
920,10_72,5.3450450704569003e-08
921,10_73,6.867804856096273e-08
922,10_74,-3.7063201457095355e-08
923,10_75,-3.2441750110615826e-08
924,10_76,-2.1715776512468034e-08
925,10_77,-6.786725883346502e-08
926,10_78,-5.4748334842189986e-08
927,10_79,-4.275870292523716e-08
928,10_80,4.3064467107613916e-08
929,10_81,1.1408503449035536e-07
930,10_82,6.786528643621713e-08
931,11_12,6.831943634107506e-08
932,11_13,1.1646377386669425e-08
933,11_14,1.8534924363079137e-08
934,11_15,2.1871331629484586e-10
935,11_16,9.286371425762431e-10
936,11_17,6.2227245312954e-08
937,11_18,-4.266119939247298e-08
938,11_19,-6.357205166770388e-08
939,11_20,3.177611156121781e-08
940,11_21,2.3037526155490568e-08
941,11_22,-8.772272010717566e-09
942,11_23,-7.011359158974093e-08
943,11_24,-2.522001812213876e-08
944,11_25,-6.211919724459912e-08
945,11_26,-1.0435111274326501e-07
946,11_27,-4.299842478197442e-08
947,11_28,1.5046981620599807e-09
948,11_29,3.683269247695264e-08
949,11_30,-2.2837723634759953e-08
950,11_31,-2.3525554169173022e-08
951,11_32,1.670932839972796e-08
952,11_33,2.7950403230829357e-08
953,11_34,5.2128914261656255e-09
954,11_35,-6.848304019455592e-10
955,11_36,-4.4634815093069875e-08
956,11_37,-5.6635786547096837e-08
957,11_38,3.503667005641671e-08
958,11_39,4.631786483652529e-08
959,11_40,4.302534399072578e-08
960,11_41,-6.806350302897376e-09
961,11_42,-2.1419007947073183e-08
962,11_43,5.648608793399987e-08
963,11_44,1.364806525021843e-08
964,11_45,4.607854362208498e-08
965,11_46,1.5626949984019038e-10
966,11_47,-3.066411107588114e-08
967,11_48,4.80708170919169e-08
968,11_49,6.770945256589267e-08
969,11_50,3.2188472754194584e-08
970,11_51,7.285041377906042e-09
971,11_52,3.782481335172783e-09
972,11_53,-4.0552245126518744e-08
973,11_54,-3.1315181753786095e-08
974,11_55,-9.767387502607831e-09
975,11_56,-4.940473087482129e-09
976,11_57,-4.271115423442427e-08
977,11_58,-3.2176653284657766e-08
978,11_59,-2.6832350736302634e-08
979,11_60,1.5919602393823454e-08
980,11_61,1.5930050533982898e-08
981,11_62,-7.1322542822784484e-09
982,11_63,2.4558801991487572e-08
983,11_64,1.5484323316603808e-08
984,11_65,-1.1626353551868823e-07
985,11_66,-7.018487670178937e-08
986,11_67,-2.6174021720484534e-08
987,11_68,1.6529980514754465e-08
988,11_69,6.656443544047315e-08
989,11_70,5.7390372869374843e-08
990,11_71,4.791803578408242e-10
991,11_72,-2.728080424064582e-08
992,11_73,-1.7064489215469317e-08
993,11_74,-9.368320729939013e-09
994,11_75,-1.594425941853892e-08
995,11_76,-1.2959077019380948e-08
996,11_77,-1.8891514732127418e-08
997,11_78,-3.239148445679409e-08
998,11_79,3.373300007469134e-08
999,11_80,3.2477600788132486e-08
1000,11_81,-3.723532848238626e-08
1001,11_82,-5.1352476668796974e-08
1002,12_13,-6.185620424576247e-08
1003,12_14,-1.784425758703173e-07
1004,12_15,-2.6000945063334366e-07
1005,12_16,-2.31599261009874e-07
1006,12_17,1.8349622972154342e-08
1007,12_18,-7.824593440551676e-08
1008,12_19,-1.0664001125680019e-07
1009,12_20,-2.070957469272632e-08
1010,12_21,-1.0974831738105056e-08
1011,12_22,-1.5566199622537542e-07
1012,12_23,-1.70200800268731e-07
1013,12_24,-8.875719507126608e-11
1014,12_25,8.196140756338138e-09
1015,12_26,4.0679300019736655e-08
1016,12_27,3.004247321037027e-09
1017,12_28,-4.623625614707627e-09
1018,12_29,-5.637320124568406e-08
1019,12_30,-9.594660534179902e-08
1020,12_31,-1.3086285941890217e-07
1021,12_32,-5.241908682853482e-08
1022,12_33,2.3979826058216136e-07
1023,12_34,2.3786520461424954e-07
1024,12_35,6.46497729809177e-08
1025,12_36,7.044718418147124e-08
1026,12_37,1.0163885050106814e-07
1027,12_38,3.807332541876991e-08
1028,12_39,1.615442494873718e-07
1029,12_40,1.7069154287949034e-08
1030,12_41,7.568392269702845e-08
1031,12_42,2.3508055318224457e-10
1032,12_43,-1.7862039118434842e-07
1033,12_44,-1.754626242395107e-07
1034,12_45,5.8629033849374116e-08
1035,12_46,3.696126978699385e-08
1036,12_47,-1.532188280214897e-08
1037,12_48,-9.494050513644598e-08
1038,12_49,-1.899352140933956e-08
1039,12_50,-1.0860972199272175e-08
1040,12_51,1.768411358343146e-08
1041,12_52,1.7028741573118946e-08
1042,12_53,-2.8847271412842585e-08
1043,12_54,-1.9661089803470465e-08
1044,12_55,-1.5431385880226673e-07
1045,12_56,-2.673959727797685e-07
1046,12_57,-2.0226568065743555e-07
1047,12_58,-1.0738747621482647e-07
1048,12_59,-3.369386550251391e-07
1049,12_60,-9.858952805750673e-08
1050,12_61,-1.1548058876041581e-07
1051,12_62,1.4002144645083487e-08
1052,12_63,-5.945001771655816e-08
1053,12_64,-2.774905700190995e-08
1054,12_65,8.866685313386093e-09
1055,12_66,-1.12230663083803e-07
1056,12_67,-1.397194517583247e-08
1057,12_68,1.2047521595532257e-07
1058,12_69,-4.601754664494473e-07
1059,12_70,-3.7442299241861103e-07
1060,12_71,-1.9850266260445645e-07
1061,12_72,-1.8224156112521854e-07
1062,12_73,-2.3028326680673383e-07
1063,12_74,-3.343902013944735e-07
1064,12_75,-2.490443489909982e-07
1065,12_76,5.762470193132169e-08
1066,12_77,1.2293502350315492e-07
1067,12_78,1.4457809318298054e-07
1068,12_79,1.0166755668232806e-07
1069,12_80,7.021029180235883e-08
1070,12_81,-1.298531013551542e-07
1071,12_82,-6.715044863638855e-08
1072,13_14,-1.6629949541733137e-08
1073,13_15,-3.403271918979644e-08
1074,13_16,3.6705064658865695e-09
1075,13_17,2.8906903539331177e-08
1076,13_18,-2.085809391980899e-09
1077,13_19,5.3610049607350986e-08
1078,13_20,4.3791294868832345e-08
1079,13_21,-1.2806670507615438e-09
1080,13_22,1.4791963263799683e-09
1081,13_23,6.391488008368071e-09
1082,13_24,1.3786931930899976e-08
1083,13_25,-2.35072154145582e-08
1084,13_26,-4.605856857380583e-08
1085,13_27,-5.067065004454136e-08
1086,13_28,1.4787242001245285e-09
1087,13_29,6.9592299491404065e-09
1088,13_30,1.665058537594577e-08
1089,13_31,-1.3287107148294453e-08
1090,13_32,-1.176135414156165e-08
1091,13_33,5.2931106128544364e-08
1092,13_34,6.479714919471021e-08
1093,13_35,3.969096146702611e-08
1094,13_36,1.183879173770283e-09
1095,13_37,-1.955397728856047e-08
1096,13_38,4.0549896831558935e-08
1097,13_39,2.015016171411347e-08
1098,13_40,-4.025554203601623e-09
1099,13_41,4.526803417868082e-08
1100,13_42,-1.6457160263862556e-08
1101,13_43,-3.757443548752534e-08
1102,13_44,-5.275686055295446e-09
1103,13_45,-7.574355073519711e-09
1104,13_46,-7.148642900499787e-09
1105,13_47,2.6562678152773623e-08
1106,13_48,4.4899784441746584e-08
1107,13_49,7.339190501274314e-09
1108,13_50,6.292147457991806e-08
1109,13_51,5.846074094036265e-08
1110,13_52,3.998644749119369e-08
1111,13_53,1.719227325031254e-08
1112,13_54,-1.683026027776274e-09
1113,13_55,-1.1177200275681083e-08
1114,13_56,2.238209683572824e-08
1115,13_57,1.2508268944618096e-08
1116,13_58,-2.1369406390434627e-08
1117,13_59,-1.7158874836062224e-08
1118,13_60,4.154357612721529e-09
1119,13_61,4.461871556888315e-08
1120,13_62,-1.0394514520005648e-08
1121,13_63,1.657081058218191e-09
1122,13_64,4.367276745666299e-08
1123,13_65,6.507151279446316e-08
1124,13_66,3.1582944211716944e-09
1125,13_67,-9.257397479379469e-10
1126,13_68,-5.28240074990444e-08
1127,13_69,1.6203580589170458e-08
1128,13_70,-3.726814993127143e-09
1129,13_71,7.878265669689699e-08
1130,13_72,-1.2961895638581567e-08
1131,13_73,-4.136528097089186e-08
1132,13_74,2.788636049689721e-08
1133,13_75,5.7766673784210627e-08
1134,13_76,2.3416047859482606e-08
1135,13_77,8.329439519873619e-09
1136,13_78,-3.666112433043317e-08
1137,13_79,-1.7700719416392514e-08
1138,13_80,-6.645761497831062e-09
1139,13_81,-4.3863123094077954e-08
1140,13_82,-1.4404491260541015e-08
1141,14_15,2.6024622223500835e-08
1142,14_16,5.324946541622597e-08
1143,14_17,1.11965831273956e-07
1144,14_18,-9.082574298732573e-09
1145,14_19,5.612741597108266e-08
1146,14_20,6.57897239585143e-08
1147,14_21,3.129818677987041e-08
1148,14_22,4.128668260530846e-08
1149,14_23,-5.1672679569922945e-09
1150,14_24,1.0052662700827807e-08
1151,14_25,-4.437165288966693e-08
1152,14_26,-8.798368216855146e-08
1153,14_27,-7.214415196091893e-08
1154,14_28,-7.22538561009283e-08
1155,14_29,-2.2315059137539202e-08
1156,14_30,1.5156669927345354e-08
1157,14_31,-1.6329131099417245e-08
1158,14_32,-2.107638169643946e-08
1159,14_33,-3.872904263398125e-08
1160,14_34,-4.450751789595598e-08
1161,14_35,-2.4661792195510043e-08
1162,14_36,-8.478399610564463e-08
1163,14_37,4.065195275892526e-08
1164,14_38,-1.8878426439341086e-08
1165,14_39,-1.147458884896906e-08
1166,14_40,-1.3850352322187108e-08
1167,14_41,-1.8804506360900936e-08
1168,14_42,-8.168942288813355e-09
1169,14_43,-1.4322862396953763e-08
1170,14_44,-8.732748970755667e-09
1171,14_45,1.5580219244399874e-08
1172,14_46,-8.260863799325328e-09
1173,14_47,-4.636039796634921e-10
1174,14_48,5.477692202593665e-09
1175,14_49,2.4134207596388023e-08
1176,14_50,7.83523932634059e-08
1177,14_51,9.789326715809813e-08
1178,14_52,-1.4122233933735762e-09
1179,14_53,8.24401445167715e-09
1180,14_54,3.197616202540015e-08
1181,14_55,-2.4969049301976268e-08
1182,14_56,4.22203697435544e-09
1183,14_57,-6.503855057539851e-09
1184,14_58,-1.0496798579633791e-08
1185,14_59,3.4927994658722486e-08
1186,14_60,7.390040357308171e-08
1187,14_61,-8.311950422387203e-09
1188,14_62,-2.428429236271414e-09
1189,14_63,7.624702841637756e-08
1190,14_64,2.8786804193172913e-08
1191,14_65,4.037657362260288e-08
1192,14_66,6.349586370672277e-09
1193,14_67,-1.0494606739547602e-08
1194,14_68,-2.992723506618435e-08
1195,14_69,-1.822729011196583e-08
1196,14_70,1.7661767837587453e-08
1197,14_71,6.26721525720563e-08
1198,14_72,7.034328568470692e-08
1199,14_73,9.493104517809627e-08
1200,14_74,1.2649119961777705e-07
1201,14_75,1.5342324998265996e-07
1202,14_76,1.2912977122900914e-08
1203,14_77,-1.596993151492479e-08
1204,14_78,1.1399836702246396e-08
1205,14_79,1.533417894317483e-08
1206,14_80,-3.5723162132373006e-08
1207,14_81,4.5175307623343094e-08
1208,14_82,2.6809936064028156e-08
1209,15_16,1.5867352346321698e-08
1210,15_17,6.976187402259309e-08
1211,15_18,5.045397518103462e-08
1212,15_19,5.713265092196134e-08
1213,15_20,4.8326597046665534e-08
1214,15_21,2.338462651652375e-08
1215,15_22,2.0817996875670748e-08
1216,15_23,3.017537103246353e-08
1217,15_24,1.985231178923309e-08
1218,15_25,-3.940063103881235e-08
1219,15_26,-2.519590238330449e-08
1220,15_27,-2.401806302836677e-08
1221,15_28,-6.979095112876592e-08
1222,15_29,1.8417220014224189e-09
1223,15_30,2.1977832547259294e-09
1224,15_31,-1.9038771384603405e-08
1225,15_32,-2.8149523233115406e-08
1226,15_33,-4.087056091450023e-08
1227,15_34,-3.1657563246176965e-08
1228,15_35,-2.0999325412147722e-08
1229,15_36,-9.56971853342933e-08
1230,15_37,2.7509187002171222e-08
1231,15_38,3.412106783861403e-08
1232,15_39,9.868437054184947e-09
1233,15_40,1.3361526782724853e-08
1234,15_41,-4.502787307858507e-08
1235,15_42,-1.1505387373226482e-08
1236,15_43,-1.4216289636749288e-08
1237,15_44,3.697055653218371e-09
1238,15_45,1.2344992704149125e-08
1239,15_46,-1.4450197232979349e-08
1240,15_47,5.839020413428952e-08
1241,15_48,7.050389845847644e-09
1242,15_49,5.7493243693382294e-08
1243,15_50,1.226170633628243e-08
1244,15_51,1.3030147672185435e-08
1245,15_52,-6.96171580565178e-08
1246,15_53,-1.8901340766988017e-08
1247,15_54,2.0259023802614844e-08
1248,15_55,1.204966906339447e-08
1249,15_56,9.959717473585152e-12
1250,15_57,-2.0344377377355204e-08
1251,15_58,-1.6320533781461566e-09
1252,15_59,5.472354599467682e-08
1253,15_60,2.084525305371226e-08
1254,15_61,-2.763793069732772e-08
1255,15_62,-4.276041248675775e-08
1256,15_63,6.983162846940738e-08
1257,15_64,5.673275130349885e-09
1258,15_65,2.8970277922932244e-08
1259,15_66,2.5945400194921862e-08
1260,15_67,-1.6699535483686465e-09
1261,15_68,-1.1339208898291067e-07
1262,15_69,-3.397028285498854e-08
1263,15_70,-5.23234061387659e-09
1264,15_71,4.7325527058483934e-08
1265,15_72,1.703822213590399e-08
1266,15_73,2.8692834677018957e-08
1267,15_74,9.05540886514225e-08
1268,15_75,1.2305193862845376e-07
1269,15_76,-2.030055862935035e-08
1270,15_77,-4.694499323163133e-08
1271,15_78,-3.6505628770453856e-09
1272,15_79,3.100818943598292e-08
1273,15_80,-6.587930704109926e-08
1274,15_81,4.4545893744013845e-08
1275,15_82,5.1639183508304384e-08
1276,16_17,5.5327334806986636e-08
1277,16_18,6.529403961394946e-08
1278,16_19,8.648625576951094e-09
1279,16_20,2.0989405602513303e-08
1280,16_21,3.276119598483456e-08
1281,16_22,-1.4143309097504938e-08
1282,16_23,4.907130987541074e-09
1283,16_24,6.4235583749246e-08
1284,16_25,-9.523027733580402e-09
1285,16_26,-3.7748815831645224e-08
1286,16_27,-3.78574198074491e-08
1287,16_28,-4.190484225166207e-08
1288,16_29,-3.171612198216363e-08
1289,16_30,-6.266276416176933e-08
1290,16_31,3.963527887568782e-08
1291,16_32,-5.028525134313092e-08
1292,16_33,-5.3695661027498264e-08
1293,16_34,-6.155290201179774e-08
1294,16_35,5.521695605733625e-09
1295,16_36,-6.028277740978416e-08
1296,16_37,2.8529193784357802e-08
1297,16_38,-6.199574355549919e-08
1298,16_39,-3.9853599825620585e-08
1299,16_40,-1.1282116509384958e-09
1300,16_41,-1.0044653606746836e-07
1301,16_42,-8.279109985783954e-08
1302,16_43,-1.8368666980436907e-08
1303,16_44,9.18242066499657e-09
1304,16_45,2.8241517905377428e-08
1305,16_46,-4.25585956489955e-08
1306,16_47,1.019906249437259e-07
1307,16_48,1.61866017461301e-08
1308,16_49,5.074975978694637e-08
1309,16_50,-4.797213085083483e-09
1310,16_51,1.520068463593461e-08
1311,16_52,-3.268476832240361e-08
1312,16_53,1.6079641207210153e-08
1313,16_54,5.459206932959587e-08
1314,16_55,9.506478637777024e-09
1315,16_56,-3.480187178981873e-08
1316,16_57,-2.4505824326770268e-08
1317,16_58,-3.6089538893286554e-09
1318,16_59,1.203984152890426e-07
1319,16_60,1.1208703679064415e-07
1320,16_61,-4.812884110153861e-08
1321,16_62,-1.9028972611087922e-08
1322,16_63,9.140416083763362e-08
1323,16_64,2.6201014590429102e-08
1324,16_65,8.927366495296468e-08
1325,16_66,7.48163555612188e-09
1326,16_67,-5.3998858220384044e-08
1327,16_68,-1.0382350895526141e-07
1328,16_69,-1.0249037296818978e-08
1329,16_70,-2.216403335949552e-08
1330,16_71,-4.375662416531788e-09
1331,16_72,6.499885560333763e-09
1332,16_73,4.2088577549573937e-08
1333,16_74,7.782405623243069e-08
1334,16_75,1.0563625670699439e-07
1335,16_76,-4.129891441244196e-08
1336,16_77,-8.909039540396125e-08
1337,16_78,-6.390678125673484e-08
1338,16_79,-2.5415326745009626e-08
1339,16_80,-9.597166667379139e-08
1340,16_81,8.817952328833847e-09
1341,16_82,2.5750708525092284e-08
1342,17_18,3.5672863196126373e-08
1343,17_19,-4.5221138486941304e-08
1344,17_20,-5.032965187786027e-08
1345,17_21,6.387625253394895e-08
1346,17_22,1.7181029838973885e-08
1347,17_23,-1.583993232929263e-08
1348,17_24,-3.910815474385902e-08
1349,17_25,-7.630802203842436e-08
1350,17_26,1.539101656988222e-08
1351,17_27,-9.38348452597039e-09
1352,17_28,-4.289762316716457e-09
1353,17_29,-2.629018643616257e-08
1354,17_30,3.823414596488023e-09
1355,17_31,4.794548684377067e-08
1356,17_32,5.055333936992863e-09
1357,17_33,-2.1375905887219623e-08
1358,17_34,-2.568485741391031e-08
1359,17_35,2.4951394004979547e-08
1360,17_36,2.7894398370379677e-08
1361,17_37,1.8758003958644553e-09
1362,17_38,5.287647143044527e-08
1363,17_39,-3.607010664637046e-08
1364,17_40,6.300972096619379e-08
1365,17_41,-7.228375881056908e-08
1366,17_42,-6.898323045742824e-08
1367,17_43,-8.461019564871192e-08
1368,17_44,-1.253884589767194e-07
1369,17_45,7.802018242910454e-08
1370,17_46,-7.49243380418512e-08
1371,17_47,2.8799308449261518e-08
1372,17_48,1.4962834183208538e-08
1373,17_49,-8.129648548448581e-08
1374,17_50,-9.963930290221318e-08
1375,17_51,-9.307599931834638e-08
1376,17_52,-2.8265186924016994e-08
1377,17_53,-1.1754173316241658e-08
1378,17_54,9.82896895630417e-09
1379,17_55,-2.6293527194192105e-08
1380,17_56,-5.906851092286579e-09
1381,17_57,1.6965964233571095e-09
1382,17_58,-7.380513258602298e-08
1383,17_59,1.9347230280431868e-08
1384,17_60,7.105875904497252e-09
1385,17_61,6.5037973670087514e-09
1386,17_62,3.3158534107503314e-08
1387,17_63,6.29993755602235e-08
1388,17_64,9.384570191063122e-08
1389,17_65,4.0740846952139245e-08
1390,17_66,-1.5998873521596307e-08
1391,17_67,-3.301925200714606e-08
1392,17_68,-5.223385421388204e-08
1393,17_69,-5.429112175646564e-08
1394,17_70,-2.5099783882094404e-08
1395,17_71,4.198469363955871e-08
1396,17_72,5.14673980167949e-08
1397,17_73,5.039640349628777e-08
1398,17_74,8.909594035464338e-08
1399,17_75,9.551210911755699e-08
1400,17_76,1.162395913485822e-07
1401,17_77,8.219751952911539e-08
1402,17_78,7.010442466600522e-08
1403,17_79,-4.924695976575488e-08
1404,17_80,1.5256596443237534e-08
1405,17_81,-6.091190034555767e-08
1406,17_82,-1.07118539104366e-07
1407,18_19,-9.101044788601528e-09
1408,18_20,-5.9097502684548256e-08
1409,18_21,2.692696598493971e-08
1410,18_22,-2.604663216029226e-08
1411,18_23,-4.501100110384202e-08
1412,18_24,7.459382150336757e-08
1413,18_25,5.400493877409057e-09
1414,18_26,1.0543113147040605e-08
1415,18_27,2.7320576115749257e-08
1416,18_28,5.4826489775517106e-08
1417,18_29,4.331552947581748e-08
1418,18_30,4.4491652556854435e-08
1419,18_31,1.8246682394367743e-09
1420,18_32,3.3816482110668605e-08
1421,18_33,-2.9804493219806574e-08
1422,18_34,-4.0080722051487133e-08
1423,18_35,6.80202932173057e-08
1424,18_36,6.816274030381012e-08
1425,18_37,8.714346052850972e-08
1426,18_38,7.689966362538286e-08
1427,18_39,2.8143342491544197e-08
1428,18_40,-3.344691620292015e-08
1429,18_41,-6.725524218663985e-08
1430,18_42,-1.1875286625333061e-07
1431,18_43,-2.6107550301982433e-08
1432,18_44,-3.8852819867948225e-08
1433,18_45,1.096057439409828e-08
1434,18_46,-2.3356935040722344e-08
1435,18_47,2.7489767611434077e-08
1436,18_48,2.4074469466603364e-08
1437,18_49,3.791661341971421e-08
1438,18_50,-7.452135207665748e-08
1439,18_51,-1.0306370707680778e-07
1440,18_52,-5.6508142540421265e-08
1441,18_53,3.756355028467112e-08
1442,18_54,2.512663568333219e-08
1443,18_55,-3.933329315151413e-09
1444,18_56,1.292079440668169e-08
1445,18_57,3.301468987399772e-08
1446,18_58,-5.563278382042571e-08
1447,18_59,-5.461255402252122e-09
1448,18_60,-3.4212728640632296e-08
1449,18_61,-3.314969987225738e-08
1450,18_62,-1.4636190448884327e-08
1451,18_63,-4.2884000162650346e-09
1452,18_64,8.208856207329982e-08
1453,18_65,8.411254399279491e-09
1454,18_66,4.419976623032606e-08
1455,18_67,2.2936929373766324e-08
1456,18_68,-6.231339026821146e-08
1457,18_69,-1.1650922037379244e-09
1458,18_70,-2.2360605603892058e-08
1459,18_71,-1.4009427173710358e-08
1460,18_72,1.750173610407713e-08
1461,18_73,-3.7929569203830394e-10
1462,18_74,1.9892580482519598e-08
1463,18_75,3.474890055107452e-08
1464,18_76,8.495455603549093e-09
1465,18_77,1.134170747621277e-08
1466,18_78,3.435022366278741e-08
1467,18_79,-2.0360720446361504e-08
1468,18_80,-1.2867928217231485e-07
1469,18_81,-5.387376640930164e-08
1470,18_82,-6.081217267348123e-08
1471,19_20,-3.4114826102573733e-08
1472,19_21,3.0232042630534717e-08
1473,19_22,1.2296161793868381e-08
1474,19_23,-4.402724491677095e-08
1475,19_24,3.241684349149523e-08
1476,19_25,-7.617488084161547e-09
1477,19_26,1.2129320994617386e-08
1478,19_27,5.041763038442918e-08
1479,19_28,5.137368583736078e-08
1480,19_29,7.096571071098446e-08
1481,19_30,5.813070543391245e-08
1482,19_31,3.3399187087465588e-09
1483,19_32,1.0929678945456441e-08
1484,19_33,4.020985338363962e-08
1485,19_34,1.569550069493713e-08
1486,19_35,-6.075230084046895e-08
1487,19_36,3.957438153963665e-08
1488,19_37,7.73060512003382e-08
1489,19_38,2.4275258151958856e-08
1490,19_39,4.641816413428383e-08
1491,19_40,8.898037243620852e-09
1492,19_41,1.7743276518907956e-09
1493,19_42,-7.051712507871322e-08
1494,19_43,4.925456688887635e-08
1495,19_44,5.6800986911606096e-08
1496,19_45,-3.8866620886730845e-08
1497,19_46,-2.421672621899512e-08
1498,19_47,1.345955669532005e-08
1499,19_48,5.878764855910149e-09
1500,19_49,2.0270004492302603e-09
1501,19_50,-6.702807558767028e-09
1502,19_51,-3.302634560333947e-08
1503,19_52,-5.450985002216913e-08
1504,19_53,4.736278291036527e-08
1505,19_54,5.463733976508276e-08
1506,19_55,-2.257114996380724e-08
1507,19_56,-2.2599786811025596e-09
1508,19_57,5.327719399062447e-08
1509,19_58,-3.786619882208134e-08
1510,19_59,2.136970785038768e-09
1511,19_60,-3.515629165409312e-08
1512,19_61,3.4203897440850126e-08
1513,19_62,7.310975350841693e-08
1514,19_63,7.992421118750753e-08
1515,19_64,1.096830478451942e-07
1516,19_65,-2.834454190666268e-08
1517,19_66,-3.1041776275238515e-08
1518,19_67,-3.070136447273198e-08
1519,19_68,5.1403570979981747e-08
1520,19_69,-1.7672109183206665e-08
1521,19_70,-2.066314575666764e-08
1522,19_71,3.445539197645147e-08
1523,19_72,7.24445056699373e-08
1524,19_73,7.081952551893822e-08
1525,19_74,6.982365887281379e-08
1526,19_75,6.045374876221204e-08
1527,19_76,-2.8441103257506605e-08
1528,19_77,-9.863626233254833e-09
1529,19_78,1.9447772186466316e-08
1530,19_79,-8.522474348677388e-08
1531,19_80,-5.420350772270448e-08
1532,19_81,-1.0507480670625816e-08
1533,19_82,-1.4325956682166327e-08
1534,20_21,6.902175047400063e-08
1535,20_22,5.125314562444976e-09
1536,20_23,-1.7720998134986052e-08
1537,20_24,9.985042295429711e-11
1538,20_25,1.2177641720834272e-08
1539,20_26,1.0365055211425573e-08
1540,20_27,3.120050393968596e-08
1541,20_28,1.6758581995461376e-08
1542,20_29,5.361281354111182e-08
1543,20_30,4.119957134570922e-08
1544,20_31,-4.519785713804993e-08
1545,20_32,-4.6036897429856615e-08
1546,20_33,-2.6749883370098513e-08
