,param,beta
212,1_48,-4.616939102037744e-08
213,1_49,-2.1454772605037238e-08
214,1_50,-4.205722425420056e-08
215,1_51,2.4081833945731096e-08
216,1_52,-2.5603790939103157e-08
217,1_53,-8.031814627851729e-08
218,1_54,-5.255777327772667e-08
219,1_55,-3.961901248986901e-08
220,1_56,-4.632091548288364e-08
221,1_57,-7.683947242908862e-08
222,1_58,-9.69633263315272e-09
223,1_59,3.448915681027012e-08
224,1_60,3.609827695191002e-08
225,1_61,3.121308633424905e-08
226,1_62,-4.00872960279219e-08
227,1_63,1.8529403615474276e-09
228,1_64,5.306260330619549e-08
229,1_65,-1.764775940884077e-08
230,1_66,-8.160816189113286e-08
231,1_67,-9.86966020836243e-09
232,1_68,-3.090696153131596e-08
233,1_69,1.0439189801064536e-08
234,1_70,4.367232129750289e-08
235,1_71,1.1092506577122714e-08
236,1_72,-7.337230636734387e-08
237,1_73,-4.579365215344496e-08
238,1_74,3.661785937857216e-08
239,1_75,8.808794401360534e-09
240,1_76,-6.7869112201549245e-09
241,1_77,8.3685998008517e-09
242,1_78,7.810415550988978e-08
243,1_79,-2.1669832524125943e-08
244,1_80,-5.53346561060664e-08
245,1_81,-4.8279865035454105e-08
246,1_82,-6.120385644558247e-08
247,2_3,-2.8137278827040553e-08
248,2_4,-3.1453870799642694e-08
249,2_5,4.9257639359199195e-08
250,2_6,3.766998346357214e-08
251,2_7,2.7493724456032053e-08
252,2_8,-5.4156797923593984e-08
253,2_9,-5.142526964876618e-08
254,2_10,-2.762163166988877e-08
255,2_11,5.514996328123821e-08
256,2_12,1.323974827190522e-07
257,2_13,-3.93681504711927e-08
258,2_14,-3.803293800459493e-08
259,2_15,-2.7078076526319192e-08
260,2_16,2.489581116740086e-08
261,2_17,-1.1589494308349375e-08
262,2_18,-9.928198501262914e-08
263,2_19,-4.012957102484381e-08
264,2_20,-3.295582090543969e-08
265,2_21,3.445342557515835e-08
266,2_22,-1.6114436751726767e-08
267,2_23,-1.6899193644339495e-08
268,2_24,-2.3884424230797734e-08
269,2_25,5.510676158034784e-08
270,2_26,1.356395558154411e-07
271,2_27,7.880935917642655e-09
272,2_28,-5.821704103301186e-08
273,2_29,1.7004820837341988e-08
274,2_30,-2.025171636372986e-08
275,2_31,-3.8890319146993607e-08
276,2_32,1.2212788656908973e-08
277,2_33,8.825472534608117e-08
278,2_34,6.515433760368571e-08
279,2_35,-4.9920915422637714e-08
280,2_36,-5.5331468124769374e-08
281,2_37,4.6845517837849995e-08
282,2_38,-2.5837035911405575e-08
283,2_39,-1.9705641235028984e-08
284,2_40,-9.920696704970362e-08
285,2_41,1.830406658703993e-09
286,2_42,-1.1314986764423799e-08
287,2_43,-4.386327526839777e-08
288,2_44,-9.817313875529063e-09
289,2_45,3.931794224357897e-08
290,2_46,2.1116080154188667e-08
291,2_47,2.561096416464286e-09
292,2_48,-2.9511690188998088e-08
293,2_49,3.2053360594286e-08
294,2_50,-4.128797904781048e-08
295,2_51,-4.620452771112897e-08
296,2_52,-3.908672581474886e-08
297,2_53,1.9017380295912353e-08
298,2_54,1.349776638694105e-08
299,2_55,-3.344246682540074e-08
300,2_56,-5.1260416055389275e-08
301,2_57,-2.7710858803708344e-08
302,2_58,8.36266837860002e-08
303,2_59,-9.020567519150777e-10
304,2_60,3.502814445884929e-08
305,2_61,1.6360287140686294e-08
306,2_62,-2.2294750503104313e-08
307,2_63,-1.038317515344608e-08
308,2_64,3.329195853729022e-08
309,2_65,4.129542879961333e-08
310,2_66,5.073556469665532e-08
311,2_67,-1.7528506149709784e-08
312,2_68,5.761152400771181e-08
313,2_69,-1.109150677743917e-08
314,2_70,-1.2747217722261425e-08
315,2_71,5.462364128120314e-09
316,2_72,-6.99625875880759e-08
317,2_73,-5.8484292322431896e-08
318,2_74,-6.474051340309007e-08
319,2_75,-4.5487015496656654e-08
320,2_76,-2.1616800727170923e-09
321,2_77,1.509393159939664e-08
322,2_78,-1.6563615554194194e-08
323,2_79,3.618962353550809e-08
324,2_80,3.869691960309769e-10
325,2_81,1.1538163796837379e-08
326,2_82,7.86612096921487e-08
327,3_4,5.608494102262017e-10
328,3_5,-1.0338031659632248e-07
329,3_6,-7.805756456168474e-08
330,3_7,-9.720661077683078e-08
331,3_8,-3.6551246258420964e-08
332,3_9,2.11822398253229e-08
333,3_10,-2.252955094804023e-09
334,3_11,8.314803317609888e-09
335,3_12,-1.3025403712552663e-07
336,3_13,1.0307256040665838e-08
337,3_14,-8.72937011387813e-09
338,3_15,1.3509482180580208e-08
339,3_16,2.5290463643703633e-08
340,3_17,5.8583616339612706e-08
341,3_18,-3.724981301213853e-08
342,3_19,-1.9327343442769018e-08
343,3_20,-1.172080357776747e-08
344,3_21,-3.547003178597653e-08
345,3_22,-6.470303631132498e-08
346,3_23,-4.841803070157547e-08
347,3_24,-5.482679115503492e-08
348,3_25,-7.068264101817981e-08
349,3_26,-4.96676154369774e-08
350,3_27,-8.834314679498706e-08
351,3_28,-6.627424404762981e-08
352,3_29,-5.443281775999964e-08
353,3_30,6.083902195023538e-09
354,3_31,3.018269505977937e-08
355,3_32,2.9920715009004416e-08
356,3_33,9.141403364390659e-08
357,3_34,5.855327228932226e-08
358,3_35,2.416940102712968e-08
359,3_36,-1.758070796639314e-08
360,3_37,-3.497732133345508e-08
361,3_38,1.0415196241906059e-08
362,3_39,4.286936870485099e-08
363,3_40,3.111138308492584e-08
364,3_41,-8.016465358430089e-08
365,3_42,-5.476294823501096e-08
366,3_43,5.751316872823767e-08
367,3_44,4.4223573356298446e-08
368,3_45,8.645523373448739e-09
369,3_46,-5.521525641116271e-08
370,3_47,-1.8323153900387007e-08
371,3_48,-2.1665468681785133e-08
372,3_49,-6.7201374315030784e-09
373,3_50,-1.5898357073032493e-08
374,3_51,8.797667041820995e-09
375,3_52,-5.431645142520905e-08
376,3_53,2.561342855511558e-08
377,3_54,4.890903650274115e-08
378,3_55,1.0918617238703706e-09
379,3_56,-6.636021727874522e-08
380,3_57,-9.189275185569583e-08
381,3_58,-1.0116376494392126e-07
382,3_59,1.952094522153752e-08
383,3_60,6.767909626756841e-09
384,3_61,-7.343297942398901e-09
385,3_62,-1.8240650317126738e-09
386,3_63,-2.5799357979525224e-09
387,3_64,-6.218570936350786e-08
388,3_65,1.3640815702990122e-09
389,3_66,-9.051456467140741e-08
390,3_67,-2.9480074048275065e-08
391,3_68,5.01207107427639e-10
392,3_69,6.205600516527917e-08
393,3_70,7.72852699116877e-09
394,3_71,1.5641052287758233e-08
395,3_72,1.3423526531711337e-08
396,3_73,3.1216214218893624e-08
397,3_74,-9.262999460232137e-09
398,3_75,-2.399498394450109e-08
399,3_76,4.346366623605974e-08
400,3_77,-2.421853092639757e-08
401,3_78,-4.535115107502182e-08
402,3_79,4.521278523971082e-08
403,3_80,1.0031205231471448e-08
404,3_81,-1.6518198356584724e-08
405,3_82,4.057965560154749e-09
406,4_5,-1.0686946084222523e-07
407,4_6,-7.652609056207738e-08
408,4_7,-9.34956547771287e-08
409,4_8,-3.38656472829206e-08
410,4_9,2.7746368224032996e-08
411,4_10,1.3637725518975027e-08
412,4_11,5.263109557963505e-08
413,4_12,-1.5040568314621948e-07
414,4_13,3.0038847755067115e-08
415,4_14,4.13964068775527e-09
416,4_15,5.31947249093609e-08
417,4_16,1.590773887529139e-08
418,4_17,5.669135205868218e-08
419,4_18,-2.492172990981991e-08
420,4_19,-1.6522314126322776e-08
421,4_20,1.2132669005142246e-09
422,4_21,-7.953626046987597e-09
423,4_22,-3.0128533497744285e-08
424,4_23,-2.3258405011095373e-08
425,4_24,-4.8226164626291374e-08
426,4_25,-9.596028838611641e-08
427,4_26,-6.377561213864838e-08
428,4_27,-6.740093351432328e-08
429,4_28,-5.818824432661785e-08
430,4_29,-2.8618709083882963e-08
431,4_30,3.8439823355727175e-09
432,4_31,-1.0760141258597806e-08
433,4_32,4.697438215280509e-08
434,4_33,1.1065516222172161e-07
435,4_34,8.991406116574675e-08
436,4_35,1.0461768475681506e-08
437,4_36,-3.509181752752247e-08
438,4_37,-4.967273320927509e-08
439,4_38,5.454977933521235e-08
440,4_39,5.380545674010958e-08
441,4_40,6.767683226174679e-08
442,4_41,-5.9588844945871754e-08
443,4_42,-4.920476441221204e-08
444,4_43,7.627046953154487e-08
445,4_44,4.527890215831723e-08
446,4_45,-5.243231495594556e-09
447,4_46,-2.8643059750270004e-08
448,4_47,-7.824828531333081e-09
449,4_48,-4.6761747471833616e-08
450,4_49,-3.6023093499269394e-08
451,4_50,-5.1221009789675276e-08
452,4_51,-2.6886765611468723e-08
453,4_52,-6.467682296872258e-08
454,4_53,3.1484254243751253e-09
455,4_54,2.6789393906415124e-08
456,4_55,-2.369738831558842e-08
457,4_56,-4.6291349507587964e-08
458,4_57,-6.377253189582321e-08
459,4_58,-7.436929731761468e-08
460,4_59,3.116465716285209e-08
461,4_60,2.4671433085655282e-08
462,4_61,2.6223316518566376e-08
463,4_62,-6.165686624897123e-09
464,4_63,1.1201007040362072e-08
465,4_64,-4.304883379247352e-08
466,4_65,-3.0354225148144915e-08
467,4_66,-8.680613525017864e-08
468,4_67,-3.287937507048762e-08
469,4_68,4.272270227665114e-09
470,4_69,6.552280312274946e-08
471,4_70,1.3813742711069977e-08
472,4_71,1.7152347958783508e-08
473,4_72,1.4379192541297885e-08
474,4_73,1.8433260717853452e-08
475,4_74,1.407325834697623e-09
476,4_75,-1.2762149074362007e-08
477,4_76,4.110876222203023e-08
478,4_77,-2.3470647302258243e-08
479,4_78,-4.619647344453001e-08
480,4_79,7.530865402194137e-08
481,4_80,3.829452457272383e-08
482,4_81,2.1282195843565026e-08
483,4_82,5.729235199234102e-10
484,5_6,-4.986129403571947e-10
485,5_7,1.6325097170314982e-09
486,5_8,-3.195537737345651e-08
487,5_9,-6.749907356826136e-08
488,5_10,7.398381796070883e-08
489,5_11,-5.22989203661086e-08
490,5_12,-3.3041720493483204e-08
491,5_13,-6.2363409666325e-08
492,5_14,-8.549530920147618e-08
493,5_15,-8.347156148346384e-08
494,5_16,-3.7662279271813915e-08
495,5_17,-1.0488074685738703e-08
496,5_18,-7.289258542495199e-08
497,5_19,-1.186334026155628e-07
498,5_20,-7.611734445558377e-08
499,5_21,8.439541033476177e-09
500,5_22,-1.0702692627916238e-07
501,5_23,-6.91364929685917e-08
502,5_24,-4.038523954669715e-08
503,5_25,-2.0573765028333766e-08
504,5_26,-1.4135650090098485e-09
505,5_27,-6.973266917626369e-08
506,5_28,-5.97156899768601e-08
507,5_29,-7.453258729353771e-08
508,5_30,3.322843960411395e-08
509,5_31,4.867151636651317e-09
510,5_32,8.071419519225978e-09
511,5_33,6.6052625574686e-08
512,5_34,7.15948447570846e-08
513,5_35,5.5890993545865554e-08
514,5_36,4.0426667346932385e-08
515,5_37,-3.193464240614843e-08
516,5_38,6.335554654291766e-08
517,5_39,5.580089878414816e-08
518,5_40,9.505573235333191e-08
519,5_41,-2.129873492439796e-09
520,5_42,5.799251449739472e-09
521,5_43,-6.601778931636604e-08
522,5_44,-4.751242255901824e-08
523,5_45,-1.0567428046862755e-08
524,5_46,-1.6572589510892234e-09
525,5_47,-8.128839451087502e-08
526,5_48,-2.6671391459325916e-08
527,5_49,-9.253976549327239e-08
528,5_50,-1.79451180584572e-08
529,5_51,-1.9537570476915116e-08
530,5_52,7.752200064987147e-08
531,5_53,7.981894281332202e-09
532,5_54,1.9002271274946306e-08
533,5_55,-3.3167924707244994e-08
534,5_56,4.1260681302586455e-08
535,5_57,7.009257214382603e-09
536,5_58,8.020728927374951e-08
537,5_59,1.7858304772908045e-09
538,5_60,2.1026489149407747e-08
539,5_61,-1.0426960200485352e-08
540,5_62,-8.957704591592448e-08
541,5_63,-3.195745342353342e-08
542,5_64,-9.883171210602637e-09
543,5_65,4.899021899078744e-08
544,5_66,4.102898700750058e-08
545,5_67,4.094355196042271e-09
546,5_68,1.93618227768863e-08
547,5_69,-9.450244408882532e-08
548,5_70,-7.228855308096753e-08
549,5_71,-2.6610990565335338e-08
550,5_72,5.2955610751526154e-08
551,5_73,2.6981316788857388e-08
552,5_74,3.124229382564761e-08
553,5_75,3.863040704784902e-08
554,5_76,-4.6799793930179686e-08
555,5_77,-4.753704092727855e-08
556,5_78,-3.414997432243436e-08
557,5_79,7.509811536757009e-08
558,5_80,1.4402451873655533e-07
559,5_81,1.146922845465097e-08
560,5_82,8.948489151465571e-08
561,6_7,4.684039106148774e-09
562,6_8,-1.6092004649702201e-09
563,6_9,-1.1800309712572122e-08
564,6_10,4.448942306861807e-09
565,6_11,-2.148293540190512e-08
566,6_12,-5.8509464894101404e-08
567,6_13,-4.079491887588741e-08
568,6_14,-1.1185037917877386e-07
569,6_15,-1.1856618523748722e-07
570,6_16,-5.769261993887378e-08
571,6_17,-3.226034287728529e-08
572,6_18,-4.5318461472001434e-08
573,6_19,-9.563668169929188e-08
574,6_20,-1.3950080273733884e-07
575,6_21,-2.794292027810119e-08
576,6_22,-7.767867854990456e-08
577,6_23,-5.4550632095457687e-08
578,6_24,-3.302571481483193e-08
579,6_25,-2.3072267343803168e-08
580,6_26,-5.2519421824411484e-08
581,6_27,-4.387424858941073e-08
582,6_28,-2.4891187342435195e-08
583,6_29,-4.880633010341426e-08
584,6_30,1.1409222052051598e-08
585,6_31,3.573320744835676e-08
586,6_32,4.503068594603486e-08
587,6_33,1.2027804605924082e-07
588,6_34,1.2050087836680196e-07
589,6_35,-6.0522965290315625e-09
590,6_36,-3.326343167527667e-09
591,6_37,-1.9667412462924945e-08
592,6_38,3.331763513634448e-08
593,6_39,6.791874755280229e-08
594,6_40,5.5659785697932746e-08
595,6_41,-8.212453128533731e-10
596,6_42,3.032746718005784e-08
597,6_43,-1.1404341191512542e-07
598,6_44,-5.014409005501381e-08
599,6_45,-7.239511536211792e-09
600,6_46,-3.366089605132707e-08
601,6_47,-3.689414043082622e-08
602,6_48,9.438389316377243e-09
603,6_49,-7.2726445796385e-08
604,6_50,-1.72287902664461e-08
605,6_51,-5.3685759178802e-08
606,6_52,1.213262693610426e-08
607,6_53,-2.1135739422873358e-08
608,6_54,-2.9677831296798464e-08
609,6_55,-1.1276626053747309e-07
610,6_56,-9.108581905103696e-09
611,6_57,1.1771361639871983e-09
612,6_58,9.222728752784003e-08
613,6_59,3.357416125696685e-08
614,6_60,5.914764245270176e-08
615,6_61,1.867196017311915e-08
616,6_62,-5.9269222679496233e-08
617,6_63,-3.894337271811293e-08
618,6_64,-1.4837788950284641e-08
619,6_65,-2.256165094279778e-08
620,6_66,2.639459715056436e-08
621,6_67,-3.941505552691963e-08
622,6_68,-2.6244789174291524e-08
623,6_69,-6.45325440819288e-08
624,6_70,-3.9290585311519694e-08
625,6_71,2.635204188622059e-08
626,6_72,4.2723283951061675e-08
627,6_73,2.7197774179778257e-08
628,6_74,3.093912657715626e-08
629,6_75,4.5317556083238934e-08
630,6_76,-4.8530028460949375e-08
631,6_77,-3.853972797412433e-08
632,6_78,-3.4501952764984166e-08
633,6_79,-1.0776941252346705e-08
634,6_80,1.2111078844373677e-07
635,6_81,1.6278268636095455e-09
636,6_82,7.98099422474682e-08
637,7_8,-2.502023009638878e-08
638,7_9,-4.089756010773631e-08
639,7_10,2.5411239918915166e-09
640,7_11,-6.209975539292477e-08
641,7_12,-3.532371195133927e-08
642,7_13,-6.34187817422006e-08
643,7_14,-8.231072160152308e-08
644,7_15,-8.686945731999138e-08
645,7_16,-1.7543272620009864e-08
646,7_17,-1.9539222383665266e-08
647,7_18,-3.558814508841487e-08
648,7_19,-6.364298582976476e-08
649,7_20,-1.3560873130660812e-07
650,7_21,-3.706912497047281e-08
651,7_22,-8.14773214826459e-08
652,7_23,-6.299260798641622e-08
653,7_24,-5.141099609792182e-08
654,7_25,-2.776150961418979e-08
655,7_26,-3.930506559032287e-08
656,7_27,-1.374261682804597e-08
657,7_28,-3.5776326326943954e-09
658,7_29,-6.460916363406854e-08
659,7_30,1.0872478264411793e-09
660,7_31,6.102654654661519e-08
661,7_32,2.2297484327156162e-08
662,7_33,1.4468241508585287e-07
663,7_34,1.431771755647484e-07
664,7_35,2.9178250938653102e-08
665,7_36,2.379154645038203e-08
666,7_37,-8.170802877751273e-09
667,7_38,3.35146404824586e-08
668,7_39,9.91214567191328e-08
669,7_40,1.0073634134773093e-07
670,7_41,2.0365308439572307e-08
671,7_42,5.6244033082696136e-08
672,7_43,-1.0442543560200381e-07
673,7_44,-4.383496554279731e-08
674,7_45,-4.77553618586189e-10
675,7_46,-3.974949444448205e-08
676,7_47,-1.687575410054366e-08
677,7_48,1.9393709952258373e-08
678,7_49,-5.5079828389747466e-08
679,7_50,5.027639082325258e-09
680,7_51,-3.958440307188366e-08
681,7_52,3.8491553075508525e-08
682,7_53,-7.1143666569073166e-09
683,7_54,-1.817697574247748e-08
684,7_55,-9.050309453781132e-08
685,7_56,-2.082613689747979e-08
686,7_57,-1.964696484444816e-08
687,7_58,4.9294829739363275e-08
688,7_59,1.9467744889534828e-08
689,7_60,3.3219327912211235e-08
690,7_61,-1.3910047679269367e-08
691,7_62,-5.8267109558679665e-08
692,7_63,-3.519647003362213e-08
693,7_64,-6.761091012407057e-10
694,7_65,5.493308416552986e-09
695,7_66,4.509615425020484e-08
696,7_67,-5.071837694156619e-08
697,7_68,-1.676283420454703e-08
698,7_69,-6.753353278914728e-08
699,7_70,-4.384909744258118e-08
700,7_71,2.584492850755653e-08
701,7_72,3.5960023299859864e-08
702,7_73,1.8558446484159215e-08
703,7_74,3.684443533597874e-08
704,7_75,4.947653730720911e-08
705,7_76,-3.148533828905959e-08
706,7_77,-3.1046115309676547e-10
707,7_78,-1.878056915610169e-08
708,7_79,-7.583435645940216e-09
709,7_80,9.03522628264847e-08
710,7_81,8.744175595682465e-09
711,7_82,6.92147074268296e-08
712,8_9,-1.9302240073660399e-10
713,8_10,4.282231563463233e-09
714,8_11,-7.550824712621265e-08
715,8_12,8.733021610816259e-08
716,8_13,1.0994555458772781e-09
717,8_14,2.7708693654185586e-08
718,8_15,-3.7365216793652405e-09
719,8_16,-1.777247936115767e-08
720,8_17,6.314315498656907e-08
721,8_18,-5.3372258967481985e-09
722,8_19,4.483824872453672e-09
723,8_20,-1.1651450351579701e-07
724,8_21,3.735997283288262e-08
725,8_22,-4.899060858194489e-08
726,8_23,-8.386729397627446e-08
727,8_24,2.6179562583098073e-08
728,8_25,-2.8653614326186827e-09
729,8_26,-3.062638942888744e-08
730,8_27,8.58143899845511e-08
731,8_28,3.384563628217162e-08
732,8_29,2.5892619138231393e-08
733,8_30,2.4572148373753345e-08
734,8_31,8.038770330839006e-08
735,8_32,3.020617879132954e-09
736,8_33,1.1776947066516118e-07
737,8_34,1.169099599553997e-07
738,8_35,5.4187665312213774e-08
739,8_36,4.9483973218979526e-08
740,8_37,2.1287288316184015e-08
741,8_38,-1.4365411494492605e-08
742,8_39,4.138896063940506e-08
743,8_40,4.489240548440049e-08
744,8_41,-4.472430614580697e-08
745,8_42,-5.658954636440349e-09
746,8_43,-8.301197074490572e-08
747,8_44,-5.701644411008071e-08
748,8_45,-1.1919138307813158e-08
749,8_46,-9.234706153113169e-08
750,8_47,5.463524125951303e-08
751,8_48,6.936559201356181e-08
752,8_49,-4.3686114283902834e-08
753,8_50,-1.5575143243268532e-08
754,8_51,-9.974564673796968e-09
755,8_52,3.148985991119399e-08
756,8_53,-1.1855636823536763e-08
757,8_54,-3.5802663035740424e-08
758,8_55,-1.479056923799527e-07
759,8_56,-3.0204015199488765e-08
760,8_57,-1.5382581502714936e-08
761,8_58,-3.866777831971836e-08
762,8_59,-1.5084667269790617e-08
763,8_60,1.7637746272205278e-08
764,8_61,-4.16147683795442e-09
765,8_62,2.608851066592277e-08
766,8_63,-4.2125799170089917e-10
767,8_64,-3.196557580925018e-08
768,8_65,2.867453269491231e-08
769,8_66,2.45489004194111e-08
770,8_67,-9.774257640899571e-09
771,8_68,-1.785617770791596e-09
772,8_69,-6.877185632208127e-08
773,8_70,-2.1193637005988157e-08
774,8_71,2.400434674779473e-08
775,8_72,9.087170565121759e-08
776,8_73,3.893124192800047e-08
777,8_74,7.658340284500385e-08
778,8_75,9.59210355628287e-08
779,8_76,3.277954356652504e-08
780,8_77,6.459391648611173e-08
781,8_78,2.762610942748615e-08
782,8_79,-4.29536599375883e-08
783,8_80,3.99278815012744e-08
784,8_81,-3.481157088403136e-08
785,8_82,-4.7795145079780355e-08
786,9_10,6.800014220458396e-08
787,9_11,-2.1705373136282438e-08
788,9_12,-8.464738816012785e-09
789,9_13,4.657446212284266e-08
790,9_14,8.657914797305861e-08
791,9_15,4.149072124955719e-08
792,9_16,4.407739781778678e-08
793,9_17,1.1682591952950692e-07
794,9_18,8.380224652046995e-08
795,9_19,3.587885311543426e-08
